表1-2-10 高級中等學校畢業生就業情況—按群別分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,海事群,19,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1,100.00,5.26, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,5.26,
,,,藝術群,9,2, -, -, -, -, -, -, -, -,1, -, -, -, -, -,1, -, -, -, -,100.00,22.22, -, -, -, -, -, -, -, -,11.11, -, -, -, -, -,11.11, -, -, -, -,
,,,綜合,11, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,100.00, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,
,實用技能學程,,,"3,480","1,053",64,25,186,27,1,32,74,39,221,12,4,1,83,27,82,4,11,33,127,100.00,30.26,1.84,0.72,5.34,0.78,0.03,0.92,2.13,1.12,6.35,0.34,0.11,0.03,2.39,0.78,2.36,0.11,0.32,0.95,3.65,
,,,機械群,437,138,8,1,44,2, -,2,13,1,17,1, -, -,11,14,16, -, -,2,6,100.00,31.58,1.83,0.23,10.07,0.46, -,0.46,2.97,0.23,3.89,0.23, -, -,2.52,3.20,3.66, -, -,0.46,1.37,
,,,動力機械群,167,75,1,1,10,2, -,3,4,7,7,2, -, -,14,5,11, -, -, -,8,100.00,44.91,0.60,0.60,5.99,1.20, -,1.80,2.40,4.19,4.19,1.20, -, -,8.38,2.99,6.59, -, -, -,4.79,
,,,電機與電子群,762,262,30,19,75,12,1,9,7,10,30,5, -, -,12, -,16, -,1,5,30,100.00,34.38,3.94,2.49,9.84,1.57,0.13,1.18,0.92,1.31,3.94,0.66, -, -,1.57, -,2.10, -,0.13,0.66,3.94,
,,,土木與建築群,132,26,3,4,1,2, -,5, -, -,3, -,1, -,4,1, -, -,1, -,1,100.00,19.70,2.27,3.03,0.76,1.52, -,3.79, -, -,2.27, -,0.76, -,3.03,0.76, -, -,0.76, -,0.76,
,,,商業與管理群,677,199,3, -,19,3, -,6,25,6,28,3,1, -,23,2,25,1,6,16,32,100.00,29.39,0.44, -,2.81,0.44, -,0.89,3.69,0.89,4.14,0.44,0.15, -,3.40,0.30,3.69,0.15,0.89,2.36,4.73,
,,,設計群,167,48, -, -,5, -, -,1,9,1,13, -, -, -,3, -,1, -,2, -,13,100.00,28.74, -, -,2.99, -, -,0.60,5.39,0.60,7.78, -, -, -,1.80, -,0.60, -,1.20, -,7.78,
,,,農業群,181,33,9, -,1,1, -, -,3,1,10, -,1, -,1,2,1,1, -,1,1,100.00,18.23,4.97, -,0.55,0.55, -, -,1.66,0.55,5.52, -,0.55, -,0.55,1.10,0.55,0.55, -,0.55,0.55,
,,,食品群,285,79,2, -,19,1, -,1,3,1,40,1, -, -,2,1,1, -, -,1,6,100.00,27.72,0.70, -,6.67,0.35, -,0.35,1.05,0.35,14.04,0.35, -, -,0.70,0.35,0.35, -, -,0.35,2.11,
,,,餐旅群,423,125,3, -,5,1, -,4,6,6,59, -,1,1,1,2,11,1, -,5,19,100.00,29.55,0.71, -,1.18,0.24, -,0.95,1.42,1.42,13.95, -,0.24,0.24,0.24,0.47,2.60,0.24, -,1.18,4.49,
,,,水產群,35,7,2, -, -, -, -, -, -, -,5, -, -, -, -, -, -, -, -, -, -,100.00,20.00,5.71, -, -, -, -, -, -, -,14.29, -, -, -, -, -, -, -, -, -, -,
,,,海事群,62,12,3, -,5,1, -,1, -, -,2, -, -, -, -, -, -, -, -, -, -,100.00,19.35,4.84, -,8.06,1.61, -,1.61, -, -,3.23, -, -, -, -, -, -, -, -, -, -,
,,,美容造型群,152,49, -, -,2,2, -, -,4,6,7, -, -, -,12, -, -,1,1,3,11,100.00,32.24, -, -,1.32,1.32, -, -,2.63,3.95,4.61, -, -, -,7.89, -, -,0.66,0.66,1.97,7.24,
縣市立,,,,"55,876",805,7, -,68,9, -,40,40,14,161,6,7,1,52,34,123,5,8,39,191,100.00,1.44,0.01, -,0.12,0.02, -,0.07,0.07,0.03,0.29,0.01,0.01,0.00,0.09,0.06,0.22,0.01,0.01,0.07,0.34,
,普通科,,,"40,753",274,5, -,10,4, -,8,13,3,31,3, -,1,8,2,99,5,3,25,54,100.00,0.67,0.01, -,0.02,0.01, -,0.02,0.03,0.01,0.08,0.01, -,0.00,0.02,0.00,0.24,0.01,0.01,0.06,0.13,
,職業科,,,"10,972",333,2, -,33,1, -,8,13,9,81, -,5, -,31,27,6, -,4,12,101,100.00,3.03,0.02, -,0.30,0.01, -,0.07,0.12,0.08,0.74, -,0.05, -,0.28,0.25,0.05, -,0.04,0.11,0.92,
,,,機械群,"1,852",49, -, -,10, -, -, -,2, -,12, -, -, -,7,6,1, -,1,3,7,100.00,2.65, -, -,0.54, -, -, -,0.11, -,0.65, -, -, -,0.38,0.32,0.05, -,0.05,0.16,0.38,
,,,動力機械群,670,29, -, -, -,1, -,5, -, -,4, -, -, -,9,3,2, -, -, -,5,100.00,4.33, -, -, -,0.15, -,0.75, -, -,0.60, -, -, -,1.34,0.45,0.30, -, -, -,0.75,
,,,電機與電子群,"3,001",32, -, -,2, -, -,1, -, -,7, -,3, -,9,3,1, -, -, -,6,100.00,1.07, -, -,0.07, -, -,0.03, -, -,0.23, -,0.10, -,0.30,0.10,0.03, -, -, -,0.20,
,,,化工群,170, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,100.00, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,
,,,土木與建築群,448,9, -, -,2, -, -,1, -, -,2, -, -, -, -, -, -, -, -, -,4,100.00,2.01, -, -,0.45, -, -,0.22, -, -,0.45, -, -, -, -, -, -, -, -, -,0.89,
,,,商業與管理群,"2,566",22,1, -, -, -, -, -, -, -,7, -,1, -, -, -,2, -,1,4,6,100.00,0.86,0.04, -, -, -, -, -, -, -,0.27, -,0.04, -, -, -,0.08, -,0.04,0.16,0.23,
,,,外語群,254,2, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -, -, -, -,1,100.00,0.79, -, -, -, -, -, -, -, -,0.39, -, -, -, -, -, -, -, -, -,0.39,
,,,設計群,"1,175",10, -, -, -, -, -,1, -, -,2, -, -, -, -, -, -, -,1,4,2,100.00,0.85, -, -, -, -, -,0.09, -, -,0.17, -, -, -, -, -, -, -,0.09,0.34,0.17,
,,,農業群,112, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,100.00, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,
,,,食品群,79, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,100.00, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,
,,,家政群,142,3, -, -, -, -, -, -, -, -, -, -, -, -,3, -, -, -, -, -, -,100.00,2.11, -, -, -, -, -, -, -, -, -, -, -, -,2.11, -, -, -, -, -, -,
,,,餐旅群,238,4, -, -,1, -, -, -, -, -,2, -, -, -,1, -, -, -, -, -, -,100.00,1.68, -, -,0.42, -, -, -, -, -,0.84, -, -, -,0.42, -, -, -, -, -, -,
,,,藝術群, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,
,,,綜合,265,173,1, -,18, -, -, -,11,9,44, -,1, -,2,15, -, -,1,1,70,100.00,65.28,0.38, -,6.79, -, -, -,4.15,3.40,16.60, -,0.38, -,0.75,5.66, -, -,0.38,0.38,26.42,
,綜合高中,,,"3,757",52, -, -,3, -, -,4,1, -,8, -, -, -, -, -,14, -, -, -,22,100.00,1.38, -, -,0.08, -, -,0.11,0.03, -,0.21, -, -, -, -, -,0.37, -, -, -,0.59,
,,學術群,,"2,409",13, -, -, -, -, -, -, -, -,4, -, -, -, -, -,2, -, -, -,7,100.00,0.54, -, -, -, -, -, -, -, -,0.17, -, -, -, -, -,0.08, -, -, -,0.29,
,,專門學群,,"1,348",39, -, -,3, -, -,4,1, -,4, -, -, -, -, -,12, -, -, -,15,100.00,2.89, -, -,0.22, -, -,0.30,0.07, -,0.30, -, -, -, -, -,0.89, -, -, -,1.11,
,,,機械群,25, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,100.00, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,
,,,電機與電子群,263,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1,100.00,0.38, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,0.38,
,,,化工群,82,2, -, -, -, -, -, -, -, -,1, -, -, -, -, -,1, -, -, -, -,100.00,2.44, -, -, -, -, -, -, -, -,1.22, -, -, -, -, -,1.22, -, -, -, -,
,,,土木與建築群,110,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1,100.00,0.91, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,0.91,
,,,商業與管理群,544,13, -, -,2, -, -, -, -, -, -, -, -, -, -, -,4, -, -, -,7,100.00,2.39, -, -,0.37, -, -, -, -, -, -, -, -, -, -, -,0.74, -, -, -,1.29,
,,,外語群,36, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,100.00, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,
,,,設計群,147, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,100.00, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,
,,,農業群,19, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,100.00, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,
,,,家政群,20, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,100.00, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,
,,,餐旅群,102,22, -, -,1, -, -,4,1, -,3, -, -, -, -, -,7, -, -, -,6,100.00,21.57, -, -,0.98, -, -,3.92,0.98, -,2.94, -, -, -, -, -,6.86, -, -, -,5.88,
,實用技能學程,,,394,146, -, -,22,4, -,20,13,2,41,3,2, -,13,5,4, -,1,2,14,100.00,37.06, -, -,5.58,1.02, -,5.08,3.30,0.51,10.41,0.76,0.51, -,3.30,1.27,1.02, -,0.25,0.51,3.55,
,,,機械群,46,10, -, -,4, -, -, -, -, -,5, -, -, -,1, -, -, -, -, -, -,100.00,21.74, -, -,8.70, -, -, -, -, -,10.87, -, -, -,2.17, -, -, -, -, -, -,
,,,動力機械群,27,13, -, -,10, -, -, -, -, -,3, -, -, -, -, -, -, -, -, -, -,100.00,48.15, -, -,37.04, -, -, -, -, -,11.11, -, -, -, -, -, -, -, -, -, -,
,,,電機與電子群,81,36, -, -,2, -, -,15,4,1,7,1,1, -,1,2, -, -, -, -,2,100.00,44.44, -, -,2.47, -, -,18.52,4.94,1.23,8.64,1.23,1.23, -,1.23,2.47, -, -, -, -,2.47,
,,,土木與建築群,37,15, -, -, -, -, -,3,1, -,5,2, -, -,1, -, -, -, -, -,3,100.00,40.54, -, -, -, -, -,8.11,2.70, -,13.51,5.41, -, -,2.70, -, -, -, -, -,8.11,
,,,商業與管理群,122,33, -, -,5,4, -,1,1,1,9, -, -, -, -,3,4, -,1, -,4,100.00,27.05, -, -,4.10,3.28, -,0.82,0.82,0.82,7.38, -, -, -, -,2.46,3.28, -,0.82, -,3.28,
,,,設計群,16,15, -, -,1, -, -,1,6, -,2, -,1, -, -, -, -, -, -, -,4,100.00,93.75, -, -,6.25, -, -,6.25,37.50, -,12.50, -,6.25, -, -, -, -, -, -, -,25.00,
,,,餐旅群,31,14, -, -, -, -, -, -,1, -,10, -, -, -,1, -, -, -, -,2, -,100.00,45.16, -, -, -, -, -, -,3.23, -,32.26, -, -, -,3.23, -, -, -, -,6.45, -,
,,,美容造型群,34,10, -, -, -, -, -, -, -, -, -, -, -, -,9, -, -, -, -, -,1,100.00,29.41, -, -, -, -, -, -, -, -, -, -, -, -,26.47, -, -, -, -, -,2.94,
私立,,,,"120,331","16,172",329,52,"1,885",137,25,472,"1,211",436,"4,714",251,60,20,"1,467",375,767,46,68,755,"3,102",100.00,13.44,0.27,0.04,1.57,0.11,0.02,0.39,1.01,0.36,3.92,0.21,0.05,0.02,1.22,0.31,0.64,0.04,0.06,0.63,2.58,
,普通科,,,"28,518",170,6,1,14,1, -,7,6,2,25,2, -, -, -,6,37,1, -,22,40,100.00,0.60,0.02,0.00,0.05,0.00, -,0.02,0.02,0.01,0.09,0.01, -, -, -,0.02,0.13,0.00, -,0.08,0.14,
,職業科,,,"72,170","11,745",239,43,"1,380",94,16,331,887,298,"3,486",171,44,14,"1,055",257,513,35,57,528,"2,297",100.00,16.27,0.33,0.06,1.91,0.13,0.02,0.46,1.23,0.41,4.83,0.24,0.06,0.02,1.46,0.36,0.71,0.05,0.08,0.73,3.18,
,,,機械群,"1,739",184,4, -,97,2, -,9,16,5,12, -, -, -,14, -,4, -,1,2,18,100.00,10.58,0.23, -,5.58,0.12, -,0.52,0.92,0.29,0.69, -, -, -,0.81, -,0.23, -,0.06,0.12,1.04,
,,,動力機械群,"3,972","1,554",62,12,311,9,8,78,86,146,104,6,3,4,267,16,94,1,2,25,320,100.00,39.12,1.56,0.30,7.83,0.23,0.20,1.96,2.17,3.68,2.62,0.15,0.08,0.10,6.72,0.40,2.37,0.03,0.05,0.63,8.06,
,,,電機與電子群,"12,542","1,696",50,10,482,49,2,97,113,40,250,62,8, -,78,41,108,1,4,44,257,100.00,13.52,0.40,0.08,3.84,0.39,0.02,0.77,0.90,0.32,1.99,0.49,0.06, -,0.62,0.33,0.86,0.01,0.03,0.35,2.05,
,,,土木與建築群,212,21, -, -,2, -, -,2,1, -,6, -, -, -, -, -,1, -, -, -,9,100.00,9.91, -, -,0.94, -, -,0.94,0.47, -,2.83, -, -, -, -, -,0.47, -, -, -,4.25,
,,,商業與管理群,"13,321","1,205",9,4,121,7, -,30,220,37,258,58,11,2,29,26,90,4,9,50,240,100.00,9.05,0.07,0.03,0.91,0.05, -,0.23,1.65,0.28,1.94,0.44,0.08,0.02,0.22,0.20,0.68,0.03,0.07,0.38,1.80,
,,,外語群,"5,197",143,1,1,4, -,1, -,1,1,56, -, -, -, -,11,15,2,1,4,45,100.00,2.75,0.02,0.02,0.08, -,0.02, -,0.02,0.02,1.08, -, -, -, -,0.21,0.29,0.04,0.02,0.08,0.87,
,,,設計群,"6,484",412,4, -,22, -,1,10,41,10,87,7, -,1,40,9,35,6,1,53,85,100.00,6.35,0.06, -,0.34, -,0.02,0.15,0.63,0.15,1.34,0.11, -,0.02,0.62,0.14,0.54,0.09,0.02,0.82,1.31,
,,,家政群,"6,950","1,822",28,3,44,4,1,3,77,9,198,19,4,4,517,32,33,12,18,114,702,100.00,26.22,0.40,0.04,0.63,0.06,0.01,0.04,1.11,0.13,2.85,0.27,0.06,0.06,7.44,0.46,0.47,0.17,0.26,1.64,10.10,
,,,餐旅群,"18,903","4,180",68,11,259,23,3,81,286,46,"2,403",19,15,3,96,70,126,6,18,143,504,100.00,22.11,0.36,0.06,1.37,0.12,0.02,0.43,1.51,0.24,12.71,0.10,0.08,0.02,0.51,0.37,0.67,0.03,0.10,0.76,2.67,
,,,海事群,50,6, -, -, -, -, -,6, -, -, -, -, -, -, -, -, -, -, -, -, -,100.00,12.00, -, -, -, -, -,12.00, -, -, -, -, -, -, -, -, -, -, -, -, -,
,,,藝術群,"2,382",286,7, -,13, -, -,7,26,3,68, -,3, -,1,7,7,1,1,79,63,100.00,12.01,0.29, -,0.55, -, -,0.29,1.09,0.13,2.85, -,0.13, -,0.04,0.29,0.29,0.04,0.04,3.32,2.64,
,,,綜合,418,236,6,2,25, -, -,8,20,1,44, -, -, -,13,45, -,2,2,14,54,100.00,56.46,1.44,0.48,5.98, -, -,1.91,4.78,0.24,10.53, -, -, -,3.11,10.77, -,0.48,0.48,3.35,12.92,
,綜合高中,,,"10,935",601,7, -,57,6,1,14,25,15,165,10,1,1,16,27,126,5,1,38,86,100.00,5.50,0.06, -,0.52,0.05,0.01,0.13,0.23,0.14,1.51,0.09,0.01,0.01,0.15,0.25,1.15,0.05,0.01,0.35,0.79,
,,學術群,,"2,151",31,2, -, -, -, -, -,7, -,6, -, -, -,1,4,6, -, -, -,5,100.00,1.44,0.09, -, -, -, -, -,0.33, -,0.28, -, -, -,0.05,0.19,0.28, -, -, -,0.23,
,,專門學群,,"8,784",570,5, -,57,6,1,14,18,15,159,10,1,1,15,23,120,5,1,38,81,100.00,6.49,0.06, -,0.65,0.07,0.01,0.16,0.20,0.17,1.81,0.11,0.01,0.01,0.17,0.26,1.37,0.06,0.01,0.43,0.92,
,,,機械群,71,21, -, -,1, -, -,1, -, -, -, -, -, -, -, -, -, -, -, -,19,100.00,29.58, -, -,1.41, -, -,1.41, -, -, -, -, -, -, -, -, -, -, -, -,26.76,
,,,動力機械群,97,27, -, -,6, -, -,9, -, -,4, -, -, -,5, -, -, -, -, -,3,100.00,27.84, -, -,6.19, -, -,9.28, -, -,4.12, -, -, -,5.15, -, -, -, -, -,3.09,
,,,電機與電子群,"1,311",117,3, -,18,4,1,3,3,9,14,4, -, -, -,2,39, -, -,3,14,100.00,8.92,0.23, -,1.37,0.31,0.08,0.23,0.23,0.69,1.07,0.31, -, -, -,0.15,2.97, -, -,0.23,1.07,
,,,化工群,170, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,100.00, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,
,,,商業與管理群,"2,623",101, -, -,14,1, -, -,5,3,23,5, -, -,1,3,22, -, -,10,14,100.00,3.85, -, -,0.53,0.04, -, -,0.19,0.11,0.88,0.19, -, -,0.04,0.11,0.84, -, -,0.38,0.53,
,,,外語群,"1,243",24, -, -,2, -, -, -,1, -,4,1,1,1, -,4,6,1,1,1,1,100.00,1.93, -, -,0.16, -, -, -,0.08, -,0.32,0.08,0.08,0.08, -,0.32,0.48,0.08,0.08,0.08,0.08,
,,,設計群,794,16, -, -,3,1, -, -,3, -,3, -, -, -, -,2,1, -, -,1,2,100.00,2.02, -, -,0.38,0.13, -, -,0.38, -,0.38, -, -, -, -,0.25,0.13, -, -,0.13,0.25,
,,,家政群,609,51,1, -,4, -, -, -, -,2,13, -, -, -,8,5,5,3, -,6,4,100.00,8.37,0.16, -,0.66, -, -, -, -,0.33,2.13, -, -, -,1.31,0.82,0.82,0.49, -,0.99,0.66,
,,,餐旅群,"1,570",176,1, -,8, -, -,1,4,1,82, -, -, -,1,4,39, -, -,16,19,100.00,11.21,0.06, -,0.51, -, -,0.06,0.25,0.06,5.22, -, -, -,0.06,0.25,2.48, -, -,1.02,1.21,
,,,藝術群,18,12, -, -, -, -, -, -, -, -,4, -, -, -, -, -,7, -, -,1, -,100.00,66.67, -, -, -, -, -, -, -, -,22.22, -, -, -, -, -,38.89, -, -,5.56, -,
,,,綜合,278,25, -, -,1, -, -, -,2, -,12, -, -, -, -,3,1,1, -, -,5,100.00,8.99, -, -,0.36, -, -, -,0.72, -,4.32, -, -, -, -,1.08,0.36,0.36, -, -,1.80,
,實用技能學程,,,"8,708","3,656",77,8,434,36,8,120,293,121,"1,038",68,15,5,396,85,91,5,10,167,679,100.00,41.98,0.88,0.09,4.98,0.41,0.09,1.38,3.36,1.39,11.92,0.78,0.17,0.06,4.55,0.98,1.05,0.06,0.11,1.92,7.80,
,,,機械群,79,45,1, -,20, -, -,1,5, -,6,6, -, -,2,2, -, -, -, -,2,100.00,56.96,1.27, -,25.32, -, -,1.27,6.33, -,7.59,7.59, -, -,2.53,2.53, -, -, -, -,2.53,
,,,動力機械群,"1,140",629,28,4,113,4,2,37,37,56,52,4, -, -,127,9,15,1,1,26,113,100.00,55.18,2.46,0.35,9.91,0.35,0.18,3.25,3.25,4.91,4.56,0.35, -, -,11.14,0.79,1.32,0.09,0.09,2.28,9.91,
,,,電機與電子群,643,175,14,4,65,5, -,11,14,2,15,1, -, -,3,4,20, -, -,1,16,100.00,27.22,2.18,0.62,10.11,0.78, -,1.71,2.18,0.31,2.33,0.16, -, -,0.47,0.62,3.11, -, -,0.16,2.49,
,,,土木與建築群,17,9, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,9,100.00,52.94, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,52.94,
,,,商業與管理群,"1,357",428,3, -,42,7,3,8,81,16,74,43,3,1,15,20,12,2,7,12,79,100.00,31.54,0.22, -,3.10,0.52,0.22,0.59,5.97,1.18,5.45,3.17,0.22,0.07,1.11,1.47,0.88,0.15,0.52,0.88,5.82,
,,,設計群,96,29, -, -,2,1, -,3,3, -,10, -, -,1,3, -, -, -, -, -,6,100.00,30.21, -, -,2.08,1.04, -,3.13,3.13, -,10.42, -, -,1.04,3.13, -, -, -, -, -,6.25,
,,,食品群,140,40, -, -,9,1, -,2,2,1,19, -, -,1, -, -, -, -, -, -,5,100.00,28.57, -, -,6.43,0.71, -,1.43,1.43,0.71,13.57, -, -,0.71, -, -, -, -, -, -,3.57,
,,,餐旅群,"3,719","1,544",30, -,138,15,3,54,118,35,750,6,9,2,30,29,31,1,2,71,220,100.00,41.52,0.81, -,3.71,0.40,0.08,1.45,3.17,0.94,20.17,0.16,0.24,0.05,0.81,0.78,0.83,0.03,0.05,1.91,5.92,
,,,美容造型群,"1,517",757,1, -,45,3, -,4,33,11,112,8,3, -,216,21,13,1, -,57,229,100.00,49.90,0.07, -,2.97,0.20, -,0.26,2.18,0.73,7.38,0.53,0.20, -,14.24,1.38,0.86,0.07, -,3.76,15.10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
